20/05/2021,1424.92,23.21 (1.66 %),270201500,12727016000000,18825949,876451000000,1401.71,1424.92,1396.23,
19/05/2021,1401.71,23.12 (1.68 %),279667100,13041157670000,18796834,701583000000,1378.59,1402.45,1378.43,
18/05/2021,1378.59,7.23 (0.53 %),252829000,12054476040000,6421850,351065000000,1371.36,1381.36,1367.85,
17/05/2021,1371.36,-8.66 (-0.63 %),254610700,12415627000000,17275985,747000000000,1380.02,1391.89,1371.22,
14/05/2021,1380.02,9.84 (0.72 %),251133900,12300186340000,12787496,591537000000,1370.18,1386.09,1370.14,
13/05/2021,1370.18,-9.99 (-0.72 %),271897300,12193761000000,18074333,790114000000,1380.17,1385.72,1370.18,
12/05/2021,1380.17,20.98 (1.54 %),264230000,11993795000000,6267210,326561000000,1359.19,1380.23,1350.80,
11/05/2021,1359.19,-11.47 (-0.84 %),262049600,11808666770000,10951100,406658000000,1370.66,1382.06,1359.19,
10/05/2021,1370.66,29.93 (2.23 %),302727000,13821777270000,9726890,512946000000,1340.73,1371.51,1335.39,
07/05/2021,1340.73,-3.91 (-0.29 %),291435700,13143782710000,8331100,349122000000,1344.64,1347.80,1329.51,
06/05/2021,1344.64,-2.25 (-0.17 %),226859700,10356218260000,8980600,644283000000,1346.89,1352.57,1337.28,
05/05/2021,1346.89,18.86 (1.42 %),274663200,11461488800000,15109311,633743000000,1328.03,1360.76,1328.03,
04/05/2021,1328.03,15.75 (1.20 %),274202700,11789096060000,19408755,944754000000,1312.28,1329.18,1285.90,
29/04/2021,1312.28,18.22 (1.41 %),242336900,11348306000000,14130800,492168000000,1294.06,1312.62,1294.06,
28/04/2021,1294.06,10.25 (0.80 %),206895500,8473140000000,7963849,426869000000,1283.81,1296.48,1280.54,
27/04/2021,1283.81,8.77 (0.69 %),171780800,7283764320000,12112500,827761000000,1275.04,1283.95,1264.57,
26/04/2021,1275.04,-26.35 (-2.02 %),216946500,9990815720000,19011239,1320115000000,1301.39,1305.73,1269.78,
23/04/2021,1301.39,29.86 (2.35 %),245629900,10959847000000,11673040,1485247000000,1271.53,1301.39,1262.89,
22/04/2021,1271.53,-41.15 (-3.13 %),232535000,10588166700000,10325086,1194830860000,1312.68,1317.50,1271.53,
20/04/2021,1312.68,6.46 (0.49 %),244920500,12842047060000,12596732,728976000000,1306.22,1331.56,1303.68,
